sample_id,system_class_id,system_class_name,sensor_fault_id,sensor_fault_name,severity,replicate_idx,flag_CO2_warn,flag_CO2_crit,flag_O2_warn_low,flag_O2_crit_low,flag_P_warn,flag_P_crit
67,0,Nominal,0,None,0.5900582994979304,67,False,False,False,False,False,False
68,0,Nominal,4,Spike_Outliers,0.6647112459207554,68,False,False,False,False,False,False
69,0,Nominal,3,Partial_Freeze,0.3066891852689772,69,False,False,False,False,False,False
70,0,Nominal,0,None,0.5543306392286127,70,False,False,False,False,False,False
71,0,Nominal,1,Bias_Drift,0.4147346015771476,71,False,False,False,False,False,False
72,0,Nominal,0,None,0.6804499089634118,72,False,False,False,False,False,False
73,0,Nominal,4,Spike_Outliers,0.5670496507819933,73,False,False,False,False,False,False
74,0,Nominal,3,Partial_Freeze,0.659716815845566,74,False,False,False,False,False,False
75,0,Nominal,0,None,0.6652133546997955,75,False,False,False,False,False,False
76,0,Nominal,0,None,0.6719811336998375,76,False,False,False,False,False,False
77,0,Nominal,4,Spike_Outliers,0.5119192878848773,77,False,False,False,False,False,False
78,0,Nominal,0,None,0.720186481367345,78,False,False,False,False,False,False
79,0,Nominal,0,None,0.718583789977653,79,False,False,False,False,False,False
80,0,Nominal,0,None,0.6877950208845683,80,False,False,False,False,False,False
81,0,Nominal,0,None,0.7193220630435841,81,False,False,False,False,False,False
82,0,Nominal,0,None,0.6617075306034643,82,False,False,False,False,False,False
83,0,Nominal,0,None,0.7555375904737005,83,False,False,False,False,False,False
84,0,Nominal,0,None,0.8835668178930391,84,False,False,False,False,False,False
85,0,Nominal,0,None,0.6839649643396865,85,False,False,False,False,False,False
86,0,Nominal,4,Spike_Outliers,0.584393536076759,86,True,True,False,False,False,False
87,0,Nominal,0,None,0.642529157779369,87,False,False,False,False,False,False
88,0,Nominal,0,None,0.622621060618924,88,False,False,False,False,False,False
89,0,Nominal,0,None,0.833780100798428,89,False,False,False,False,False,False
90,0,Nominal,0,None,0.66765206581797,90,False,False,False,False,False,False
91,0,Nominal,0,None,0.7859897958971543,91,False,False,False,False,False,False
92,0,Nominal,1,Bias_Drift,0.8718543554517859,92,False,False,False,False,False,False
93,0,Nominal,0,None,0.7071667830554679,93,False,False,False,False,False,False
94,0,Nominal,0,None,0.9143975113526183,94,False,False,False,False,False,False
95,0,Nominal,1,Bias_Drift,0.769495230676483,95,False,False,False,False,False,False
96,0,Nominal,0,None,0.7111905370187244,96,False,False,False,False,False,False
97,0,Nominal,0,None,0.7343911223630314,97,False,False,False,False,False,False
98,0,Nominal,0,None,0.9929947580096133,98,False,False,False,False,False,False
99,0,Nominal,0,None,0.8828055893045225,99,False,False,False,False,False,False
100,0,Nominal,0,None,0.8493948340038318,100,False,False,False,False,False,False
101,0,Nominal,0,None,0.6833289497535265,101,False,False,False,False,False,False
102,0,Nominal,0,None,0.9248976778015042,102,False,False,False,False,False,False
103,0,Nominal,2,High_Noise,1.0,103,False,False,False,False,False,False
104,0,Nominal,0,None,0.8228058147937994,104,False,False,False,False,False,False
105,0,Nominal,4,Spike_Outliers,0.9504250726806766,105,True,True,False,False,False,False
106,0,Nominal,0,None,0.8094754703150954,106,False,False,False,False,False,False
107,0,Nominal,0,None,0.7731447985575101,107,False,False,False,False,False,False
108,0,Nominal,0,None,0.980119915549605,108,False,False,False,False,False,False
109,0,Nominal,0,None,0.8769289497966156,109,False,False,False,False,False,False
110,0,Nominal,0,None,0.9191832898230518,110,False,False,False,False,False,False
111,0,Nominal,0,None,0.9130878549922927,111,False,False,False,False,False,False
112,0,Nominal,0,None,1.0,112,False,False,False,False,False,False
113,0,Nominal,0,None,0.894807543984652,113,False,False,False,False,False,False
114,0,Nominal,3,Partial_Freeze,0.8676157821052922,114,False,False,False,False,False,False
115,0,Nominal,0,None,0.9076962420025132,115,False,False,False,False,False,False
116,0,Nominal,0,None,1.0,116,False,False,False,False,False,False
117,0,Nominal,0,None,0.9657670372595007,117,False,False,False,False,False,False
118,0,Nominal,2,High_Noise,0.931183016890156,118,False,False,False,False,False,False
119,0,Nominal,0,None,1.0,119,False,False,False,False,False,False
120,1,CO2_Leak,0,None,0.005648823460700747,0,False,False,False,False,False,False
121,1,CO2_Leak,0,None,0.05725927476017145,1,False,False,False,False,False,False
122,1,CO2_Leak,0,None,0.0,2,False,False,False,False,False,False
123,1,CO2_Leak,0,None,0.10473104966518679,3,False,False,False,False,False,False
124,1,CO2_Leak,0,None,0.011964427685205978,4,False,False,False,False,False,False
125,1,CO2_Leak,0,None,0.05659424567614691,5,False,False,False,False,False,False
126,1,CO2_Leak,0,None,0.0846734498374971,6,False,False,False,False,False,False
127,1,CO2_Leak,0,None,0.008028948645556241,7,False,False,False,False,False,False
128,1,CO2_Leak,0,None,0.012077078165184642,8,False,False,False,False,False,False
129,1,CO2_Leak,0,None,0.052574272672448685,9,False,False,False,False,False,False
130,1,CO2_Leak,0,None,0.2778492122954458,10,False,False,False,False,False,False
131,1,CO2_Leak,0,None,0.2160936387959212,11,False,False,False,False,False,False
132,1,CO2_Leak,0,None,0.17125313371837686,12,False,False,False,False,False,False
133,1,CO2_Leak,0,None,0.1557976160113405,13,False,False,False,False,False,False
134,1,CO2_Leak,0,None,0.27716026834058616,14,False,False,False,False,False,False
135,1,CO2_Leak,0,None,0.06786863353139083,15,False,False,False,False,False,False
136,1,CO2_Leak,0,None,0.2133353749758505,16,False,False,False,False,False,False
137,1,CO2_Leak,0,None,0.0,17,False,False,False,False,False,False
138,1,CO2_Leak,0,None,0.18817752918440983,18,False,False,False,False,False,False
139,1,CO2_Leak,0,None,0.11412438730361008,19,False,False,False,False,False,False
140,1,CO2_Leak,0,None,0.18767673684427744,20,False,False,False,False,False,False
141,1,CO2_Leak,0,None,0.15672385323547794,21,False,False,False,False,False,False
142,1,CO2_Leak,3,Partial_Freeze,0.15063171167096423,22,False,False,False,False,False,False
143,1,CO2_Leak,0,None,0.335746555533318,23,False,False,False,False,False,False
144,1,CO2_Leak,0,None,0.31573498549402557,24,False,False,False,False,False,False
145,1,CO2_Leak,0,None,0.031997617563511827,25,False,False,False,False,False,False
146,1,CO2_Leak,0,None,0.0358198845344489,26,False,False,False,False,False,False
147,1,CO2_Leak,0,None,0.0,27,False,False,False,False,False,False
148,1,CO2_Leak,0,None,0.461424931648754,28,False,False,False,False,False,False
149,1,CO2_Leak,3,Partial_Freeze,0.07340931659397207,29,False,False,False,False,False,False
150,1,CO2_Leak,0,None,0.2585759667982419,30,False,False,False,False,False,False
151,1,CO2_Leak,0,None,0.18328293275182206,31,False,False,False,False,False,False
152,1,CO2_Leak,0,None,0.08568850150738802,32,False,False,False,False,False,False
153,1,CO2_Leak,0,None,0.4009750061513816,33,False,False,False,False,False,False
154,1,CO2_Leak,0,None,0.3017045232405439,34,False,False,False,False,False,False
155,1,CO2_Leak,0,None,0.3966846944221072,35,False,False,False,False,False,False
156,1,CO2_Leak,3,Partial_Freeze,0.08850554558969942,36,False,False,False,False,False,False
157,1,CO2_Leak,0,None,0.26520728939295224,37,False,False,False,False,False,False
158,1,CO2_Leak,0,None,0.3655560048714151,38,False,False,False,False,False,False
159,1,CO2_Leak,4,Spike_Outliers,0.3162020814831188,39,True,True,False,False,False,False
160,1,CO2_Leak,0,None,0.2668420023699624,40,False,False,False,False,False,False
161,1,CO2_Leak,0,None,0.3515966447800065,41,False,False,False,False,False,False
162,1,CO2_Leak,0,None,0.35218399455444793,42,False,False,False,False,False,False
163,1,CO2_Leak,0,None,0.35046630008955965,43,False,False,False,False,False,False
164,1,CO2_Leak,0,None,0.31538519114603236,44,False,False,False,False,False,False
165,1,CO2_Leak,0,None,0.4477392035130704,45,False,False,False,False,False,False
166,1,CO2_Leak,4,Spike_Outliers,0.31775075732957336,46,True,True,False,False,False,False
167,1,CO2_Leak,0,None,0.610150258501005,47,False,False,False,False,False,False
168,1,CO2_Leak,0,None,0.4307992438057996,48,False,False,False,False,False,False
169,1,CO2_Leak,0,None,0.43717280800506897,49,False,False,False,False,False,False
170,1,CO2_Leak,0,None,0.3103867802235221,50,False,False,False,False,False,False
171,1,CO2_Leak,0,None,0.6059418309526832,51,False,False,False,False,False,False
172,1,CO2_Leak,0,None,0.5031187606775127,52,False,False,False,False,False,False
173,1,CO2_Leak,0,None,0.3962090552791093,53,False,False,False,False,False,False
174,1,CO2_Leak,1,Bias_Drift,0.29161458506050786,54,False,False,False,False,False,False
175,1,CO2_Leak,0,None,0.5837416969621521,55,False,False,False,False,False,False
176,1,CO2_Leak,0,None,0.42428007046967264,56,False,False,False,False,False,False
177,1,CO2_Leak,0,None,0.19871478591278519,57,False,False,False,False,False,False
178,1,CO2_Leak,0,None,0.500360609215381,58,False,False,False,False,False,False
179,1,CO2_Leak,0,None,0.39874767530876093,59,False,False,False,False,False,False
180,1,CO2_Leak,0,None,0.4788981444833105,60,False,False,False,False,False,False
181,1,CO2_Leak,0,None,0.5756663358255044,61,False,False,False,False,False,False
182,1,CO2_Leak,0,None,0.5536247746558305,62,False,False,False,False,False,False
183,1,CO2_Leak,0,None,0.42543652750206895,63,False,False,False,False,False,False
184,1,CO2_Leak,0,None,0.4481175204477953,64,False,False,False,False,False,False
185,1,CO2_Leak,0,None,0.4558766879632406,65,False,False,False,False,False,False
186,1,CO2_Leak,0,None,0.7830005739302552,66,False,False,False,False,False,False
187,1,CO2_Leak,0,None,0.32534111178833375,67,False,False,False,False,False,False
188,1,CO2_Leak,0,None,0.5710722233555786,68,False,False,False,False,False,False
189,1,CO2_Leak,0,None,0.47139797142059287,69,False,False,False,False,False,False
190,1,CO2_Leak,0,None,0.7091143152127544,70,False,False,False,False,False,False
191,1,CO2_Leak,0,None,0.6138820949549056,71,False,False,False,False,False,False
192,1,CO2_Leak,0,None,0.6414642363322801,72,False,False,False,False,False,False
193,1,CO2_Leak,0,None,0.5806953069400543,73,False,False,False,False,False,False
194,1,CO2_Leak,3,Partial_Freeze,0.7038502817491209,74,False,False,False,False,False,False
195,1,CO2_Leak,4,Spike_Outliers,0.706939526685027,75,False,False,False,False,False,False
196,1,CO2_Leak,1,Bias_Drift,0.6655128205499794,76,False,False,False,False,False,False
197,1,CO2_Leak,0,None,0.7633362506652254,77,False,False,False,False,False,False
198,1,CO2_Leak,0,None,0.6875329587461277,78,False,False,False,False,False,False
199,1,CO2_Leak,0,None,0.5656043279802383,79,False,False,False,False,False,False
200,1,CO2_Leak,0,None,0.5558565202557214,80,False,False,False,False,False,False
201,1,CO2_Leak,0,None,0.7380611417783677,81,False,False,False,False,False,False
202,1,CO2_Leak,4,Spike_Outliers,0.452024723577265,82,True,True,False,False,False,False
203,1,CO2_Leak,2,High_Noise,0.807371701332606,83,False,False,False,False,False,False
204,1,CO2_Leak,0,None,0.665036613552693,84,False,False,False,False,False,False
205,1,CO2_Leak,0,None,0.5826247701964425,85,False,False,False,False,False,False
206,1,CO2_Leak,0,None,0.8316292593546892,86,False,False,False,False,False,False
207,1,CO2_Leak,0,None,0.6684569224103446,87,False,False,False,False,False,False
208,1,CO2_Leak,0,None,0.712612575004383,88,False,False,False,False,False,False
209,1,CO2_Leak,0,None,0.5325230777847,89,False,False,False,False,False,False
210,1,CO2_Leak,3,Partial_Freeze,0.779305045389574,90,False,False,False,False,False,False
211,1,CO2_Leak,0,None,0.7736165105371265,91,False,False,False,False,False,False
212,1,CO2_Leak,0,None,0.7416102250528446,92,True,False,False,False,False,False
213,1,CO2_Leak,0,None,0.8212487520880963,93,True,False,False,False,False,False
214,1,CO2_Leak,0,None,0.8508810600845282,94,False,False,False,False,False,False
215,1,CO2_Leak,0,None,0.6609377684442476,95,False,False,False,False,False,False
216,1,CO2_Leak,1,Bias_Drift,0.7613583105558257,96,False,False,False,False,False,False
217,1,CO2_Leak,0,None,0.7721321388886684,97,False,False,False,False,False,False
218,1,CO2_Leak,0,None,0.8592899899181785,98,True,False,False,False,False,False
219,1,CO2_Leak,0,None,0.8837205039686302,99,True,False,False,False,False,False
220,1,CO2_Leak,0,None,0.8677824520064732,100,False,False,False,False,False,False
221,1,CO2_Leak,4,Spike_Outliers,0.9303276264474643,101,True,True,False,False,False,False
222,1,CO2_Leak,0,None,0.8019612950400631,102,False,False,False,False,False,False
223,1,CO2_Leak,0,None,0.966777557811857,103,True,False,False,False,False,False
224,1,CO2_Leak,0,None,0.8655997117346362,104,False,False,False,False,False,False
225,1,CO2_Leak,0,None,0.8130145359571818,105,False,False,False,False,False,False
226,1,CO2_Leak,0,None,0.8431802332570656,106,False,False,False,False,False,False
227,1,CO2_Leak,0,None,1.0,107,True,False,False,False,False,False
228,1,CO2_Leak,0,None,1.0,108,True,False,False,False,False,False
229,1,CO2_Leak,0,None,0.8361333018108071,109,False,False,False,False,False,False
230,1,CO2_Leak,0,None,0.9193495281552387,110,True,False,False,False,False,False
231,1,CO2_Leak,0,None,0.9531579199105116,111,True,False,False,False,False,False
232,1,CO2_Leak,0,None,0.916292261747517,112,False,False,False,False,False,False
233,1,CO2_Leak,0,None,0.9326050698780335,113,False,False,False,False,False,False
234,1,CO2_Leak,0,None,1.0,114,True,False,False,False,False,False
235,1,CO2_Leak,0,None,0.7796434635176945,115,True,False,False,False,False,False
236,1,CO2_Leak,2,High_Noise,1.0,116,True,False,False,False,False,False
237,1,CO2_Leak,0,None,1.0,117,True,False,False,False,False,False
238,1,CO2_Leak,0,None,0.9560069559658636,118,True,False,False,False,False,False
239,1,CO2_Leak,0,None,1.0,119,True,False,False,False,False,False
240,2,Valve_Stiction,0,None,0.0,0,False,False,False,False,False,False
241,2,Valve_Stiction,0,None,0.1455579107160386,1,False,False,False,False,False,False
242,2,Valve_Stiction,0,None,0.05964137241089913,2,False,False,False,False,False,False
243,2,Valve_Stiction,0,None,0.1343745846997948,3,False,False,False,False,False,False
244,2,Valve_Stiction,0,None,0.07092777356956655,4,False,False,False,False,False,False
245,2,Valve_Stiction,0,None,0.1372369734692677,5,False,False,False,False,False,False
246,2,Valve_Stiction,0,None,0.0,6,False,False,False,False,False,False
247,2,Valve_Stiction,0,None,0.17324405373833685,7,False,False,False,False,False,False
248,2,Valve_Stiction,0,None,0.0,8,False,False,False,False,False,False
249,2,Valve_Stiction,0,None,0.07892699838101083,9,False,False,False,False,False,False
250,2,Valve_Stiction,0,None,0.0,10,False,False,False,False,False,False
251,2,Valve_Stiction,0,None,0.0,11,False,False,False,False,False,False
252,2,Valve_Stiction,0,None,0.003871032682013109,12,False,False,False,False,False,False
253,2,Valve_Stiction,0,None,0.13298462252319473,13,False,False,False,False,False,False
254,2,Valve_Stiction,0,None,0.07500989548375624,14,False,False,False,False,False,False
255,2,Valve_Stiction,4,Spike_Outliers,0.37207112812156395,15,False,False,False,False,False,False
256,2,Valve_Stiction,0,None,0.24379311672646228,16,False,False,False,False,False,False
257,2,Valve_Stiction,0,None,0.1794155168477399,17,False,False,False,False,False,False
258,2,Valve_Stiction,0,None,0.10785082831599127,18,False,False,False,False,False,False
259,2,Valve_Stiction,0,None,0.38791225178860955,19,False,False,False,False,False,False
260,2,Valve_Stiction,0,None,0.18808239392134174,20,False,False,False,False,False,False
261,2,Valve_Stiction,0,None,0.2627986323718475,21,False,False,False,False,False,False
262,2,Valve_Stiction,0,None,0.22527566724017142,22,False,False,False,False,False,False
263,2,Valve_Stiction,0,None,0.12413278151753752,23,False,False,False,False,False,False
264,2,Valve_Stiction,0,None,0.19745045703948821,24,False,False,False,False,False,False
265,2,Valve_Stiction,0,None,0.35164808259577884,25,False,False,False,False,False,False
266,2,Valve_Stiction,0,None,0.26283156315890255,26,False,False,False,False,False,False
267,2,Valve_Stiction,4,Spike_Outliers,0.3948060262090889,27,False,False,False,False,False,False
268,2,Valve_Stiction,0,None,0.29964882201746496,28,False,False,False,False,False,False
269,2,Valve_Stiction,0,None,0.23327901234471554,29,False,False,False,False,False,False
270,2,Valve_Stiction,0,None,0.18347075961294707,30,False,False,False,False,False,False
271,2,Valve_Stiction,0,None,0.46598755663121716,31,False,False,False,False,False,False
272,2,Valve_Stiction,0,None,0.3020736660573113,32,False,False,False,False,False,False
273,2,Valve_Stiction,2,High_Noise,0.26477039544828096,33,False,False,False,False,False,False
274,2,Valve_Stiction,0,None,0.2622050071537743,34,False,False,False,False,False,False
275,2,Valve_Stiction,0,None,0.3055336465038616,35,False,False,False,False,False,False
276,2,Valve_Stiction,0,None,0.24227976808105875,36,False,False,False,False,False,False
277,2,Valve_Stiction,0,None,0.46781673443577443,37,False,False,False,False,False,False
278,2,Valve_Stiction,0,None,0.24040360326365667,38,False,False,False,False,False,False
279,2,Valve_Stiction,0,None,0.3571388611095836,39,False,False,False,False,False,False
280,2,Valve_Stiction,0,None,0.32120542347419173,40,False,False,False,False,False,False
281,2,Valve_Stiction,2,High_Noise,0.46561945909114494,41,False,False,False,False,False,False
282,2,Valve_Stiction,0,None,0.5210600022729766,42,False,False,False,False,False,False
283,2,Valve_Stiction,0,None,0.37413348606332775,43,False,False,False,False,False,False
284,2,Valve_Stiction,0,None,0.30684520112220975,44,False,False,False,False,False,False
285,2,Valve_Stiction,0,None,0.5099149060517433,45,False,False,False,False,False,False
286,2,Valve_Stiction,0,None,0.4413238071487381,46,False,False,False,False,False,False
287,2,Valve_Stiction,0,None,0.5535612919162374,47,False,False,False,False,False,False
288,2,Valve_Stiction,0,None,0.3470922056476784,48,False,False,False,False,False,False
289,2,Valve_Stiction,0,None,0.523293565185481,49,False,False,False,False,False,False
290,2,Valve_Stiction,0,None,0.37213391724594264,50,False,False,False,False,False,False
291,2,Valve_Stiction,0,None,0.2635042688273693,51,False,False,False,False,False,False
292,2,Valve_Stiction,0,None,0.27200341475134315,52,False,False,False,False,False,False
293,2,Valve_Stiction,0,None,0.3348810266671117,53,False,False,False,False,False,False
294,2,Valve_Stiction,0,None,0.4137048700521437,54,False,False,False,False,False,False
295,2,Valve_Stiction,0,None,0.5461655243897631,55,False,False,False,False,False,False
296,2,Valve_Stiction,0,None,0.5622532421940486,56,False,False,False,False,False,False
297,2,Valve_Stiction,0,None,0.3739667787341066,57,False,False,False,False,False,False
298,2,Valve_Stiction,0,None,0.5766306232803267,58,False,False,False,False,False,False
299,2,Valve_Stiction,0,None,0.447099237968754,59,False,False,False,False,False,False
300,2,Valve_Stiction,0,None,0.35336476230646685,60,False,False,False,False,False,False
301,2,Valve_Stiction,0,None,0.3327427303953311,61,False,False,False,False,False,False
302,2,Valve_Stiction,0,None,0.5348673154786748,62,False,False,False,False,False,False
303,2,Valve_Stiction,4,Spike_Outliers,0.5366498613827764,63,True,True,False,False,False,False
304,2,Valve_Stiction,2,High_Noise,0.5704517614165293,64,False,False,False,False,False,False
305,2,Valve_Stiction,0,None,0.6218791515469015,65,False,False,False,False,False,False
306,2,Valve_Stiction,0,None,0.6267403546727248,66,False,False,False,False,False,False
307,2,Valve_Stiction,0,None,0.4675238004121466,67,False,False,False,False,False,False
308,2,Valve_Stiction,0,None,0.5815472660063592,68,False,False,False,False,False,False
309,2,Valve_Stiction,0,None,0.6158223888701809,69,False,False,False,False,False,False
310,2,Valve_Stiction,2,High_Noise,0.4878615133032753,70,False,False,False,False,False,False
311,2,Valve_Stiction,1,Bias_Drift,0.5877689933787403,71,False,False,False,False,False,False
312,2,Valve_Stiction,0,None,0.6362321367400756,72,False,False,False,False,False,False
313,2,Valve_Stiction,0,None,0.6026921436787578,73,False,False,False,False,False,False
314,2,Valve_Stiction,0,None,0.6582284018150677,74,False,False,False,False,False,False
315,2,Valve_Stiction,0,None,0.48157179702405495,75,False,False,False,False,False,False
316,2,Valve_Stiction,0,None,0.466804948654319,76,False,False,False,False,False,False
317,2,Valve_Stiction,2,High_Noise,0.5807002459958829,77,False,False,False,False,False,False
318,2,Valve_Stiction,0,None,0.7003013162143623,78,False,False,False,False,False,False
319,2,Valve_Stiction,1,Bias_Drift,0.7653827527072825,79,False,False,False,False,False,False
320,2,Valve_Stiction,0,None,0.685997710545924,80,False,False,False,False,False,False
321,2,Valve_Stiction,0,None,0.6327301108097698,81,False,False,False,False,False,False
322,2,Valve_Stiction,0,None,0.5689819078033143,82,False,False,False,False,False,False
323,2,Valve_Stiction,0,None,0.7008730469959152,83,False,False,False,False,False,False
324,2,Valve_Stiction,2,High_Noise,0.7559232313899957,84,False,False,False,False,False,False
325,2,Valve_Stiction,0,None,0.8032241548580736,85,False,False,False,False,False,False
326,2,Valve_Stiction,2,High_Noise,0.7474052206607503,86,False,False,False,False,False,False
327,2,Valve_Stiction,0,None,0.8213055438635124,87,False,False,False,False,False,False
328,2,Valve_Stiction,0,None,0.8275423179318564,88,False,False,False,False,False,False
329,2,Valve_Stiction,0,None,0.6043456562507409,89,False,False,False,False,False,False
330,2,Valve_Stiction,2,High_Noise,0.8547538064367034,90,False,False,False,False,False,False
331,2,Valve_Stiction,0,None,0.7821756031796868,91,False,False,False,False,False,False
332,2,Valve_Stiction,0,None,0.8323000792497292,92,False,False,False,False,False,False
333,2,Valve_Stiction,0,None,0.9134850378558519,93,False,False,False,False,False,False
334,2,Valve_Stiction,0,None,0.7992215151867891,94,False,False,False,False,False,False
335,2,Valve_Stiction,0,None,0.64119759493352,95,False,False,False,False,False,False
336,2,Valve_Stiction,0,None,0.6631077464301977,96,False,False,False,False,False,False
337,2,Valve_Stiction,0,None,0.9241314566085246,97,False,False,False,False,False,False
338,2,Valve_Stiction,0,None,0.8455672451869307,98,False,False,False,False,False,False
339,2,Valve_Stiction,4,Spike_Outliers,0.6741961446043295,99,False,False,False,False,False,False
340,2,Valve_Stiction,0,None,0.8451506521787052,100,False,False,False,False,False,False
341,2,Valve_Stiction,0,None,0.9016035430515517,101,False,False,False,False,False,False
342,2,Valve_Stiction,0,None,0.9161489547330863,102,False,False,False,False,False,False
343,2,Valve_Stiction,0,None,0.8946900498409438,103,False,False,False,False,False,False
344,2,Valve_Stiction,0,None,0.8623243058275248,104,False,False,False,False,False,False
345,2,Valve_Stiction,0,None,0.9188118030124673,105,False,False,False,False,False,False
346,2,Valve_Stiction,0,None,0.9311856196587951,106,False,False,False,False,False,False
347,2,Valve_Stiction,0,None,0.9230018316937454,107,False,False,False,False,False,False
348,2,Valve_Stiction,0,None,0.8861725329301957,108,False,False,False,False,False,False
349,2,Valve_Stiction,0,None,0.9853442957004344,109,False,False,False,False,False,False
350,2,Valve_Stiction,0,None,0.8955788989164304,110,False,False,False,False,False,False
351,2,Valve_Stiction,1,Bias_Drift,0.9106420192837351,111,False,False,False,False,False,False
352,2,Valve_Stiction,0,None,1.0,112,False,False,False,False,False,False
353,2,Valve_Stiction,0,None,1.0,113,False,False,False,False,False,False
354,2,Valve_Stiction,0,None,0.8451695225539579,114,False,False,False,False,False,False
355,2,Valve_Stiction,0,None,1.0,115,False,False,False,False,False,False
